"Time","pm2.5","TMAX","TMIN","TD"
2012-01-09,176.75,22,-84,106
2012-01-10,231.791666666667,40,-80,120
2012-01-11,55.9583333333333,-4,-100,96
2012-01-12,153.666666666667,40,-102,142
2012-01-13,60.75,49,-68,117
2012-01-14,87,59,-70,129
2012-01-17,327.615384615385,18,-13,31
2012-01-18,402.333333333333,4,-27,31
2012-01-19,428.541666666667,17,-26,43
2012-01-20,39.4166666666667,-5,-41,36
2012-01-21,15.625,-28,-107,79
2012-01-22,56.5416666666667,-28,-122,94
2012-01-23,193.791666666667,-5,-133,128
2012-01-24,19.4583333333333,-2,-92,90
2012-01-25,67.4583333333333,26,-125,151
2012-01-26,107.125,39,-103,142
2012-01-27,72,13,-98,111
2012-01-28,90.75,-6,-67,61
2012-01-29,43.2916666666667,2,-86,88
2012-01-30,119.625,-19,-82,63
2012-01-31,71.5,3,-73,76
2012-02-01,18.9166666666667,-27,-119,92
2012-02-02,29.875,-9,-107,98
2012-02-03,68.9583333333333,32,-117,149
2012-02-04,39.5833333333333,16,-78,94
2012-02-05,133.541666666667,40,-50,90
2012-02-06,76,2,-65,67
2012-02-07,11.7083333333333,-13,-108,95
2012-02-08,15.125,30,-89,119
2012-02-09,47.0416666666667,25,-68,93
2012-02-10,28.5416666666667,40,-85,125
2012-02-11,92,60,-71,131
2012-02-12,106.333333333333,17,-46,63
2012-02-13,212.125,48,-57,105
2012-02-14,100.458333333333,47,-32,79
2012-02-15,108.875,35,-72,107
2012-02-16,13.7083333333333,30,-30,60
2012-02-17,14.0416666666667,5,-63,68
2012-02-18,36.375,34,-72,106
2012-02-19,68.2083333333333,77,-87,164
2012-02-20,146.25,86,-67,153
2012-02-21,119.333333333333,50,-45,95
2012-02-22,162.583333333333,58,-20,78
2012-02-23,26.2916666666667,67,-26,93
2012-02-24,92.9166666666667,48,-35,83
2012-02-25,24.7916666666667,45,-36,81
2012-02-26,62.125,65,-35,100
2012-02-27,195.291666666667,67,-51,118
2012-02-28,204.75,85,-26,111
2012-02-29,229.277777777778,96,-25,121
2012-03-01,250.958333333333,53,-2,55
2012-03-02,121.375,25,3,22
2012-03-03,93.0909090909091,32,-7,39
2012-03-04,131.75,58,-23,81
2012-03-05,165.416666666667,50,-22,72
2012-03-06,22.0416666666667,107,-5,112
2012-03-07,18.4782608695652,111,0,111
2012-03-08,17.5833333333333,60,-31,91
2012-03-09,93.0833333333333,69,-44,113
2012-03-10,35.7083333333333,66,-17,83
2012-03-11,23.75,52,-42,94
2012-03-12,73.375,93,-54,147
2012-03-13,112.458333333333,146,-33,179
2012-03-14,32.6086956521739,128,25,103
2012-03-15,101.125,104,-29,133
2012-03-16,273.916666666667,135,36,99
2012-03-17,195.666666666667,85,20,65
2012-03-18,42.25,55,-12,67
2012-03-19,101.791666666667,65,3,62
2012-03-20,135.541666666667,110,-8,118
2012-03-21,284.291666666667,136,8,128
2012-03-22,157.333333333333,114,53,61
2012-03-23,30.9583333333333,129,29,100
2012-03-24,19.4166666666667,150,21,129
2012-03-25,44.0416666666667,152,14,138
2012-03-26,160.375,189,27,162
2012-03-27,110.125,239,51,188
2012-03-28,46.25,204,101,103
2012-03-29,46.4166666666667,236,94,142
2012-03-30,16.8333333333333,173,73,100
2012-03-31,26.5,140,60,80
2012-04-01,56.5833333333333,122,35,87
2012-04-02,41.5416666666667,105,60,45
2012-04-03,21.5833333333333,201,25,176
2012-04-04,16.6666666666667,198,47,151
2012-04-05,16.2083333333333,194,60,134
2012-04-06,29.75,236,66,170
2012-04-07,79.9166666666667,211,28,183
2012-04-08,50,254,117,137
2012-04-09,123.833333333333,269,116,153
2012-04-10,61.875,233,161,72
2012-04-11,19.5833333333333,194,106,88
2012-04-12,32.5,263,117,146
2012-04-13,54.25,274,97,177
2012-04-14,60.0833333333333,298,113,185
2012-04-15,73.5,265,134,131
2012-04-16,33.0416666666667,216,96,120
2012-04-17,122.375,258,120,138
2012-04-18,155.5,227,167,60
2012-04-19,115.625,203,132,71
2012-04-20,144.458333333333,161,120,41
2012-04-21,167.875,165,113,52
2012-04-22,170.125,218,113,105
2012-04-23,249.416666666667,245,152,93
2012-04-24,91.875,206,133,73
2012-04-25,20.875,198,144,54
2012-04-26,77.5416666666667,243,76,167
2012-04-27,74.4782608695652,236,145,91
2012-04-28,116.958333333333,202,120,82
2012-04-29,176.125,212,99,113
2012-04-30,180.375,237,115,122
2012-05-01,176.083333333333,225,159,66
2012-05-02,100.625,303,138,165
2012-05-03,70.0416666666667,330,158,172
2012-05-04,116.434782608696,330,170,160
2012-05-05,96.9583333333333,306,157,149
2012-05-06,105.708333333333,289,153,136
2012-05-07,87.7916666666667,272,184,88
2012-05-08,83.7916666666667,315,147,168
2012-05-09,113.583333333333,278,160,118
2012-05-10,181.375,305,168,137
2012-05-11,153.083333333333,264,198,66
2012-05-12,104.541666666667,235,150,85
2012-05-13,135.291666666667,253,142,111
2012-05-14,44.1666666666667,259,113,146
2012-05-15,33.75,266,108,158
2012-05-16,28.2916666666667,272,155,117
2012-05-17,55.9583333333333,294,154,140
2012-05-18,96.8333333333333,315,152,163
2012-05-19,156.157894736842,307,208,99
2012-05-21,147.076923076923,259,178,81
2012-05-22,87.75,281,200,81
2012-05-23,29.5833333333333,277,194,83
2012-05-24,36,286,181,105
2012-05-25,55.0833333333333,276,163,113
2012-05-26,78.6666666666667,332,139,193
2012-05-27,117.125,318,174,144
2012-05-28,126.954545454545,334,184,150
2012-05-29,67.1666666666667,292,186,106
2012-05-30,15.875,278,150,128
2012-05-31,64.9583333333333,278,151,127
2012-06-01,80.4583333333333,232,161,71
2012-06-02,127.083333333333,287,170,117
2012-06-03,164.5,251,190,61
2012-06-04,113.083333333333,326,175,151
2012-06-05,64.9166666666667,337,200,137
2012-06-06,142.666666666667,311,217,94
2012-06-07,63.25,316,213,103
2012-06-08,75.75,331,210,121
2012-06-09,110.875,333,189,144
2012-06-10,12.25,289,180,109
2012-06-11,29.8333333333333,324,165,159
2012-06-12,20.2916666666667,306,189,117
2012-06-13,70.125,271,191,80
2012-06-14,9.79166666666667,292,190,102
2012-06-15,11.0555555555556,298,175,123
2012-06-16,25.0833333333333,355,168,187
2012-06-17,78.6666666666667,380,211,169
2012-06-18,180.958333333333,344,257,87
2012-06-19,183.608695652174,300,211,89
2012-06-20,176.695652173913,305,215,90
2012-06-21,182.909090909091,321,220,101
2012-06-22,106.041666666667,297,207,90
2012-06-23,168.083333333333,267,221,46
2012-06-24,158.695652173913,263,223,40
2012-06-25,90.2916666666667,272,207,65
2012-06-26,109.166666666667,278,215,63
2012-06-27,68.2916666666667,286,212,74
2012-06-28,117.083333333333,254,207,47
2012-06-29,83.2173913043478,250,203,47
2012-06-30,69.0833333333333,340,215,125
2012-07-01,137.727272727273,353,231,122
2012-07-02,35.2608695652174,362,241,121
2012-07-03,36.5217391304348,365,226,139
2012-07-04,85.7391304347826,331,243,88
2012-07-05,95.2916666666667,274,223,51
2012-07-06,125.375,263,217,46
2012-07-07,161.625,323,249,74
2012-07-08,142.791666666667,308,253,55
2012-07-09,94.6666666666667,275,234,41
2012-07-10,45.5833333333333,327,210,117
2012-07-11,64.1666666666667,323,210,113
2012-07-12,23.5454545454545,324,234,90
2012-07-13,25.625,303,228,75
2012-07-14,32.3333333333333,318,237,81
2012-07-15,40.75,332,216,116
2012-07-16,76.4583333333333,339,226,113
2012-07-17,83.2608695652174,321,241,80
2012-07-18,87.1304347826087,305,231,74
2012-07-19,125.208333333333,310,246,64
2012-07-20,201.875,328,260,68
2012-07-21,162.791666666667,309,238,71
2012-07-22,15.9583333333333,354,231,123
2012-07-23,31.9583333333333,324,226,98
2012-07-24,69.8333333333333,323,247,76
2012-07-25,82.7916666666667,305,257,48
2012-07-26,56.4782608695652,270,249,21
2012-07-27,82.4583333333333,299,245,54
2012-07-28,106.933333333333,318,253,65
2012-07-30,54.8333333333333,309,254,55
2012-07-31,25,265,195,70
2012-08-01,12.9583333333333,235,199,36
2012-08-02,21.0833333333333,307,198,109
2012-08-03,55.3478260869565,306,245,61
2012-08-04,25.4583333333333,324,230,94
2012-08-05,48.7083333333333,313,248,65
2012-08-06,63.6666666666667,324,241,83
2012-08-07,68.4166666666667,320,250,70
2012-08-08,74.9166666666667,328,265,63
2012-08-09,38.3333333333333,334,235,99
2012-08-10,79.0416666666667,326,233,93
2012-08-11,109.4375,292,228,64
2012-08-13,25,297,211,86
2012-08-14,55,254,206,48
2012-08-15,54.1666666666667,316,173,143
2012-08-16,75.5909090909091,311,214,97
2012-08-17,129.95652173913,293,226,67
2012-08-18,177.8,266,230,36
2012-08-21,16.8333333333333,285,211,74
2012-08-22,20,282,168,114
2012-08-23,78.2916666666667,290,172,118
2012-08-24,86.625,293,178,115
2012-08-25,126.166666666667,290,181,109
2012-08-26,155.916666666667,297,207,90
2012-08-27,64.625,292,236,56
2012-08-28,87.5833333333333,329,226,103
2012-08-29,107.583333333333,351,226,125
2012-08-30,236.958333333333,327,245,82
2012-08-31,185.541666666667,319,250,69
2012-09-01,157.083333333333,299,240,59
2012-09-02,29.7083333333333,261,182,79
2012-09-03,9.58333333333333,256,176,80
2012-09-04,14.25,272,129,143
2012-09-05,32.5,273,139,134
2012-09-06,94.7083333333333,237,157,80
2012-09-07,81.5416666666667,255,179,76
2012-09-08,50.9583333333333,267,194,73
2012-09-09,112.208333333333,277,182,95
2012-09-10,130.458333333333,274,195,79
2012-09-11,105.291666666667,250,203,47
2012-09-12,18.2916666666667,244,184,60
2012-09-13,14.6666666666667,256,121,135
2012-09-14,17,257,127,130
2012-09-15,34.9583333333333,271,138,133
2012-09-16,55.304347826087,268,140,128
2012-09-17,42.2083333333333,278,138,140
2012-09-18,31.5416666666667,293,143,150
2012-09-19,57.2083333333333,289,149,140
2012-09-20,112.708333333333,279,166,113
2012-09-21,147.791666666667,263,177,86
2012-09-22,109.666666666667,265,189,76
2012-09-23,105.333333333333,278,169,109
2012-09-24,63.125,253,180,73
2012-09-25,61.8333333333333,239,163,76
2012-09-26,27.6086956521739,279,131,148
2012-09-27,36.3809523809524,232,139,93
2012-09-28,3.18181818181818,237,154,83
2012-09-29,15,250,96,154
2012-09-30,15.4583333333333,264,105,159
2012-10-01,53.5833333333333,261,104,157
2012-10-02,155.666666666667,259,113,146
2012-10-03,53.9565217391304,256,157,99
2012-10-04,13.5416666666667,251,103,148
2012-10-05,50.5,244,117,127
2012-10-06,94.0416666666667,249,122,127
2012-10-07,127.958333333333,247,124,123
2012-10-08,263.25,240,119,121
2012-10-09,106.041666666667,231,160,71
2012-10-10,19.875,215,108,107
2012-10-11,131.416666666667,218,75,143
2012-10-12,170.916666666667,236,95,141
2012-10-13,35.0833333333333,204,131,73
2012-10-14,43.5416666666667,188,62,126
2012-10-15,101.958333333333,171,110,61
2012-10-16,39.2608695652174,171,116,55
2012-10-17,25.8333333333333,182,40,142
2012-10-18,62.5833333333333,204,32,172
2012-10-19,176.916666666667,194,63,131
2012-10-20,202.739130434783,220,76,144
2012-10-21,48.4583333333333,152,96,56
2012-10-22,26.0833333333333,178,71,107
2012-10-23,78.5,204,46,158
2012-10-24,108.666666666667,231,63,168
2012-10-25,196.291666666667,202,79,123
2012-10-26,280.333333333333,160,113,47
2012-10-27,146.208333333333,223,102,121
2012-10-28,25.8333333333333,177,81,96
2012-10-29,38.375,173,91,82
2012-10-30,31.2608695652174,129,17,112
2012-10-31,32.625,156,12,144
2012-11-01,96.3333333333333,164,18,146
2012-11-02,164.25,138,52,86
2012-11-03,139.833333333333,111,52,59
2012-11-04,19.8333333333333,52,8,44
2012-11-05,27.5416666666667,107,44,63
2012-11-06,83.4583333333333,121,4,117
2012-11-07,65,161,15,146
2012-11-08,56.4583333333333,138,6,132
2012-11-09,105.708333333333,131,30,101
2012-11-10,71.9166666666667,99,47,52
2012-11-11,11.7916666666667,78,14,64
2012-11-12,21,96,-23,119
2012-11-13,13.375,72,8,64
2012-11-14,41.1666666666667,87,-4,91
2012-11-15,142.5,83,-32,115
2012-11-16,116.375,75,9,66
2012-11-17,70.375,106,-19,125
2012-11-18,123,96,1,95
2012-11-19,23.7894736842105,92,18,74
2012-11-20,124.666666666667,109,-14,123
2012-11-21,270.291666666667,99,-10,109
2012-11-22,144.375,80,5,75
2012-11-23,45.9166666666667,57,-34,91
2012-11-24,159.666666666667,69,-48,117
2012-11-25,148.041666666667,79,-14,93
2012-11-26,30.4545454545455,72,-8,80
2012-11-27,183.791666666667,48,-28,76
2012-11-28,22.2916666666667,74,-3,77
2012-11-29,74.1666666666667,46,-52,98
2012-11-30,31,1,-42,43
2012-12-01,85,-6,-62,56
2012-12-02,243.166666666667,-23,-63,40
2012-12-03,57.125,33,-50,83
2012-12-04,91.8333333333333,28,-74,102
2012-12-05,13.875,19,-41,60
2012-12-06,75.125,-20,-85,65
2012-12-07,54.2916666666667,0,-67,67
2012-12-08,13.125,-15,-92,77
2012-12-09,22.9565217391304,18,-85,103
2012-12-10,77.25,-4,-60,56
2012-12-11,136,0,-88,88
2012-12-12,201.125,-5,-37,32
2012-12-13,220.083333333333,-4,-21,17
2012-12-14,207.75,14,-19,33
2012-12-15,267.541666666667,24,2,22
2012-12-16,132.041666666667,12,-19,31
2012-12-17,27.125,-3,-37,34
2012-12-18,40.9583333333333,-5,-85,80
2012-12-19,198.166666666667,-25,-63,38
2012-12-20,243.130434782609,-14,-72,58
2012-12-21,115,16,-68,84
2012-12-22,24.2083333333333,-10,-80,70
2012-12-23,11.8,-58,-119,61
2012-12-28,241.833333333333,-38,-89,51
2012-12-29,32.75,-19,-59,40
2012-12-30,22,-1,-106,105
2012-12-31,84.25,2,-116,118
